#PPL;Cedula;Nombres;Edad(Anios);Pena(anios);Fecha(Ingreso)(d/m/a);Fecha(Salida)(d/m/a);Anios Restantes (pena);Pabellon;Celda;Clasificacion;Visitas semanales(Horas);Delito
PPL 419;1710097410;Roberto Adrian Perero Rivera;40;15;18/07/2019;18/07/2034;10;3(C);C69;Medio;2;Fraude
PPL 420;6007225447;Mario Adrian Paredes Gomez;57;39;25/07/1987;25/07/2026;2;3(C);C70;Medio;2;Evasion
PPL 421;6430962802;Dario Antonio Romero Sanchez;46;14;19/02/2014;19/02/2028;4;3(C);C71;Medio;2;Fraude
PPL 422;9198591224;Carlos Antonio Perero Espinosa;51;32;18/11/1995;18/11/2027;3;3(C);C72;Medio;2;Robo
PPL 423;8298434730;Roberto Sergio Perero Reyes;29;9;28/07/2018;28/07/2027;3;3(C);C73;Medio;2;Hurto
PPL 424;5601797923;Roberto Cesar Guerrero Espinosa;44;28;31/11/2000;31/11/2028;4;3(C);C74;Medio;2;Hurto
PPL 425;4991119650;Victor Angel Perero Reyes;29;18;31/10/2024;31/10/2042;18;3(C);C75;Medio;2;Fraude
PPL 426;5698882667;Victor Pablo Perero Rivera;46;5;25/06/2023;25/06/2028;4;3(C);C76;Medio;2;Evasion
PPL 427;4592338196;Dario Sergio Cuenca Reyes;57;39;14/08/1988;14/08/2027;3;3(C);C77;Medio;2;Evasion
PPL 428;7603270850;Fabian Adrian Garcia Rivera;42;22;04/09/2004;04/09/2026;2;3(C);C78;Medio;2;Fraude
PPL 429;3778041515;Roberto Antonio Romero Sanchez;58;44;15/06/1985;15/06/2029;5;3(C);C79;Medio;2;Evasion
PPL 430;1182689479;Pedro Antonio Romero Ramirez;66;49;19/03/1980;19/03/2029;5;3(C);C80;Medio;2;Evasion
PPL 431;3474793916;Roberto Antonio Perero Ramirez;41;24;16/10/2003;16/10/2027;3;3(C);C81;Medio;2;Fraude
PPL 432;1170613717;Fabian Cesar Perero Sanchez;23;26;02/09/2020;02/09/2046;22;3(C);C82;Medio;2;Evasion
PPL 433;2756250489;Victor Paulo Paredes Espinosa;35;16;09/01/2011;09/01/2027;3;3(C);C83;Medio;2;Hurto
PPL 434;9457642244;Pedro Pablo Paredes Gomez;38;8;26/02/2024;26/02/2032;8;3(C);C84;Medio;2;Evasion
PPL 435;9177323005;Fabian Adrian Romero Hidalgo;48;15;12/06/2012;12/06/2027;3;3(C);C85;Medio;2;Evasion
PPL 436;1183811620;Michael Pablo Guerrero Rivera;39;24;25/05/2004;25/05/2028;4;3(C);C86;Medio;2;Fraude
PPL 437;9990039332;Roberto Julian Romero Gomez;46;12;19/02/2014;19/02/2026;2;3(C);C87;Medio;2;Hurto
PPL 438;9979270056;Roberto Sergio Paredes Sanchez;49;21;29/02/2008;29/02/2029;5;3(C);C88;Medio;2;Hurto
PPL 439;5249792721;Roberto Angel Guerrero Ramirez;29;13;30/06/2014;30/06/2027;3;3(C);C89;Medio;2;Fraude
PPL 440;1530638240;Roberto Pablo Cuenca Sanchez;63;45;08/05/1981;08/05/2026;2;3(C);C90;Medio;2;Robo
PPL 441;7008666179;Roberto Cesar Gonzales Morales;43;19;18/07/2007;18/07/2026;2;4(D);D1;Bajo;4;Amenazas
PPL 442;3344791820;Roberto Julian Paredes Reyes;38;21;15/04/2005;15/04/2026;2;4(D);D2;Bajo;4;Otros
PPL 443;7353211883;Fabian Diego Cuenca Espinosa;36;14;06/03/2013;06/03/2027;3;4(D);D3;Bajo;4;Invasion
PPL 444;9839432843;Fabian Diego Cevallos Sanchez;57;39;14/09/1988;14/09/2027;3;4(D);D4;Bajo;4;Otros
PPL 445;5620810562;Pedro Adrian Gonzales Ramirez;32;19;14/09/2012;14/09/2031;7;4(D);D5;Bajo;4;Estafa
PPL 446;1690490421;Mario Sergio Gonzales Espinosa;59;43;16/10/1986;16/10/2029;5;4(D);D6;Bajo;4;Estafa
PPL 447;9435516367;Roberto Cesar Romero Gomez;35;17;08/11/2009;08/11/2026;2;4(D);D7;Bajo;4;Invasion
PPL 448;6293018324;Roberto Antonio Torres Sanchez;42;24;30/01/2002;30/01/2026;2;4(D);D8;Bajo;4;Amenazas
PPL 449;7843614673;Carlos Paulo Garcia Rivera;43;25;30/06/2003;30/06/2028;4;4(D);D9;Bajo;4;Otros
PPL 450;4995117015;Roberto Diego Romero Morales;65;50;15/02/1980;15/02/2030;6;4(D);D10;Bajo;4;Otros
PPL 451;5499724239;Victor Antonio Cuenca Hidalgo;44;27;19/04/2000;19/04/2027;3;4(D);D11;Bajo;4;Amenazas
PPL 452;4794429774;Pedro Paulo Perero Roman;41;23;07/05/2005;07/05/2028;4;4(D);D12;Bajo;4;Invasion
PPL 453;7231033418;Roberto Antonio Romero Ramirez;66;49;24/05/1980;24/05/2029;5;4(D);D13;Bajo;4;Amenazas
PPL 454;7529097324;Pedro Angel Romero Sanchez;46;28;16/08/2001;16/08/2029;5;4(D);D14;Bajo;4;Otros
PPL 455;1122870749;Carlos Pablo Perero Rivera;66;47;26/01/1980;26/01/2027;3;4(D);D15;Bajo;4;Otros
PPL 456;9564496064;Mario Paulo Romero Gomez;52;34;01/12/1992;01/12/2026;2;4(D);D16;Bajo;4;Amenazas
PPL 457;9956792928;Roberto Julian Torres Sanchez;41;25;19/11/2005;19/11/2030;6;4(D);D17;Bajo;4;Estafa
PPL 458;8860281739;Roberto Diego Paredes Morales;31;16;16/07/2012;16/07/2028;4;4(D);D18;Bajo;4;Amenazas
PPL 459;3214030044;Pedro Sergio Gonzales Rivera;61;44;07/08/1982;07/08/2026;2;4(D);D19;Bajo;4;Otros
PPL 460;4895788969;Michael Antonio Gonzales Sanchez;53;37;29/05/1990;29/05/2027;3;4(D);D20;Bajo;4;Invasion
PPL 461;2198186565;Gonzalo Diego Torres Espinosa;46;31;10/01/1997;10/01/2028;4;4(D);D21;Bajo;4;Estafa
PPL 462;6086258174;Michael Angel Guerrero Sanchez;49;35;28/10/1995;28/10/2030;6;4(D);D22;Bajo;4;Amenazas
PPL 463;5788776839;Dario Paulo Cevallos Gomez;61;46;27/09/1984;27/09/2030;6;4(D);D23;Bajo;4;Invasion
PPL 464;9913787784;Fabian Antonio Paredes Reyes;56;36;01/08/1990;01/08/2026;2;4(D);D24;Bajo;4;Invasion
PPL 465;8861732294;Fabian Sergio Perero Ramirez;45;22;06/10/2017;06/10/2039;15;4(D);D25;Bajo;4;Amenazas
PPL 466;9276663036;Carlos Pablo Gonzales Sanchez;30;20;15/06/2013;15/06/2033;9;4(D);D26;Bajo;4;Estafa
PPL 467;9802930040;Dario Paulo Romero Sanchez;27;27;26/08/2016;26/08/2043;19;4(D);D27;Bajo;4;Otros
PPL 468;7195537782;Carlos Diego Cuenca Gomez;59;39;18/10/1987;18/10/2026;2;4(D);D28;Bajo;4;Estafa
PPL 469;3510825940;Roberto Diego Garcia Rivera;50;13;27/03/2016;27/03/2029;5;4(D);D29;Bajo;4;Estafa
PPL 470;7237173051;Michael Antonio Cuenca Rivera;54;34;14/07/1992;14/07/2026;2;4(D);D30;Bajo;4;Estafa
PPL 471;9227567752;Roberto Paulo Torres Sanchez;34;3;18/11/2023;18/11/2026;2;4(D);D31;Bajo;4;Otros
PPL 472;6859526237;Michael Antonio Perero Reyes;29;30;02/08/2014;02/08/2044;20;4(D);D32;Bajo;4;Otros
PPL 473;8253948328;Victor Pablo Paredes Morales;42;29;18/06/2001;18/06/2030;6;4(D);D33;Bajo;4;Invasion
PPL 474;2171391125;Gonzalo Antonio Guerrero Roman;24;4;12/04/2021;12/04/2025;1;4(D);D34;Bajo;4;Otros
PPL 475;3932899690;Fabian Pablo Guerrero Sanchez;63;43;11/01/1983;11/01/2026;2;4(D);D35;Bajo;4;Amenazas
PPL 476;5418589507;Carlos Antonio Cevallos Espinosa;62;48;14/01/1981;14/01/2029;5;4(D);D36;Bajo;4;Otros
PPL 477;3796477191;Fabian Antonio Torres Morales;65;49;30/11/1980;30/11/2029;5;4(D);D37;Bajo;4;Otros
PPL 478;8811861900;Mario Paulo Romero Hidalgo;61;46;14/05/1984;14/05/2030;6;4(D);D38;Bajo;4;Invasion
PPL 479;3097361159;Gonzalo Angel Paredes Rivera;46;26;27/03/2000;27/03/2026;2;4(D);D39;Bajo;4;Estafa
PPL 480;6403018938;Carlos Antonio Torres Roman;48;31;16/06/1995;16/06/2026;2;4(D);D40;Bajo;4;Estafa
PPL 481;1930476205;Carlos Antonio Cevallos Espinosa;44;26;24/10/2001;24/10/2027;3;4(D);D41;Bajo;4;Amenazas
PPL 482;5949096032;Victor Angel Romero Reyes;46;29;06/11/2000;06/11/2029;5;4(D);D42;Bajo;4;Amenazas
PPL 483;3126981526;Dario Antonio Cevallos Roman;42;28;30/12/2002;30/12/2030;6;4(D);D43;Bajo;4;Otros
PPL 484;1706316273;Carlos Angel Paredes Reyes;35;19;24/11/2008;24/11/2027;3;4(D);D44;Bajo;4;Amenazas
PPL 485;4280986752;Mario Diego Torres Gomez;25;9;03/03/2018;03/03/2027;3;4(D);D45;Bajo;4;Estafa
PPL 486;1732763094;Fabian Adrian Garcia Roman;41;27;06/01/2002;06/01/2029;5;4(D);D46;Bajo;4;Otros
PPL 487;7412743230;Pedro Antonio Paredes Hidalgo;29;19;05/02/2018;05/02/2037;13;4(D);D47;Bajo;4;Otros
PPL 488;4069898416;Mario Diego Torres Ramirez;34;19;11/07/2009;11/07/2028;4;4(D);D48;Bajo;4;Invasion
PPL 489;5865439842;Carlos Diego Cuenca Morales;43;30;17/12/2000;17/12/2030;6;4(D);D49;Bajo;4;Estafa
PPL 490;6953368311;Fabian Antonio Cevallos Gomez;56;41;19/04/1988;19/04/2029;5;4(D);D50;Bajo;4;Estafa
PPL 491;4339352159;Roberto Cesar Torres Rivera;31;16;27/02/2015;27/02/2031;7;4(D);D51;Bajo;4;Amenazas
PPL 492;7135348314;Victor Julian Cuenca Sanchez;44;16;25/05/2013;25/05/2029;5;4(D);D52;Bajo;4;Invasion
PPL 493;6054299454;Gonzalo Antonio Paredes Gomez;54;34;20/07/1992;20/07/2026;2;4(D);D53;Bajo;4;Invasion
PPL 494;1090817058;Mario Antonio Garcia Roman;32;18;29/08/2017;29/08/2035;11;4(D);D54;Bajo;4;Estafa
PPL 495;2407328960;Carlos Pablo Perero Espinosa;63;49;12/12/1980;12/12/2029;5;4(D);D55;Bajo;4;Amenazas
PPL 496;4028919304;Carlos Pablo Perero Sanchez;49;19;15/03/2010;15/03/2029;5;4(D);D56;Bajo;4;Estafa
PPL 497;9791128447;Roberto Pablo Cuenca Hidalgo;46;32;24/05/1998;24/05/2030;6;4(D);D57;Bajo;4;Otros
PPL 498;5202497672;Gonzalo Sergio Garcia Reyes;26;17;24/06/2018;24/06/2035;11;4(D);D58;Bajo;4;Estafa
PPL 499;7344877273;Roberto Sergio Paredes Ramirez;45;19;14/06/2006;14/06/2025;1;4(D);D59;Bajo;4;Amenazas
PPL 500;8480130662;Fabian Cesar Paredes Hidalgo;50;29;13/08/2000;13/08/2029;5;4(D);D60;Bajo;4;Amenazas
PPL 501;4185655187;Mario Pablo Cevallos Sanchez;28;22;03/04/2024;03/04/2046;22;4(D);D61;Bajo;4;Estafa
PPL 502;8553671167;Carlos Paulo Cuenca Reyes;53;34;13/05/1993;13/05/2027;3;4(D);D62;Bajo;4;Amenazas
PPL 503;8537463704;Roberto Antonio Guerrero Espinosa;50;33;01/05/1993;01/05/2026;2;4(D);D63;Bajo;4;Otros
PPL 504;6710038468;Roberto Adrian Paredes Morales;33;18;13/08/2010;13/08/2028;4;4(D);D64;Bajo;4;Otros
PPL 505;5964765158;Pedro Adrian Guerrero Reyes;64;48;23/08/1981;23/08/2029;5;4(D);D65;Bajo;4;Estafa
PPL 506;2719854371;Carlos Antonio Paredes Sanchez;29;18;18/05/2021;18/05/2039;15;4(D);D66;Bajo;4;Amenazas
PPL 507;8318620469;Michael Julian Cevallos Sanchez;46;30;26/08/2004;26/08/2034;10;4(D);D67;Bajo;4;Invasion
PPL 508;4842635924;Michael Pablo Perero Morales;34;20;06/05/2009;06/05/2029;5;4(D);D68;Bajo;4;Estafa
PPL 509;7216791275;Gonzalo Antonio Garcia Espinosa;60;46;10/06/1983;10/06/2029;5;4(D);D69;Bajo;4;Estafa
PPL 510;9724399404;Gonzalo Diego Romero Sanchez;47;31;10/02/1998;10/02/2029;5;4(D);D70;Bajo;4;Otros
PPL 511;3773330795;Roberto Pablo Perero Sanchez;55;42;21/01/1988;21/01/2030;6;4(D);D71;Bajo;4;Estafa
PPL 512;5467120144;Carlos Angel Gonzales Hidalgo;47;32;07/04/1996;07/04/2028;4;4(D);D72;Bajo;4;Invasion
PPL 513;9522653413;Roberto Diego Gonzales Morales;36;20;03/02/2008;03/02/2028;4;4(D);D73;Bajo;4;Invasion
PPL 514;2035939637;Mario Angel Gonzales Ramirez;62;44;08/09/1982;08/09/2026;2;4(D);D74;Bajo;4;Otros
PPL 515;4150181724;Michael Antonio Romero Roman;49;30;28/10/2004;28/10/2034;10;4(D);D75;Bajo;4;Invasion
PPL 516;1516745402;Roberto Cesar Romero Sanchez;37;27;03/10/2007;03/10/2034;10;4(D);D76;Bajo;4;Amenazas
PPL 517;5442854007;Fabian Antonio Perero Roman;33;18;21/09/2014;21/09/2032;8;4(D);D77;Bajo;4;Amenazas
PPL 518;1944313586;Carlos Antonio Romero Rivera;35;20;26/02/2008;26/02/2028;4;4(D);D78;Bajo;4;Otros
PPL 519;7052031090;Gonzalo Paulo Cevallos Gomez;49;36;14/08/1994;14/08/2030;6;4(D);D79;Bajo;4;Otros
PPL 520;5802364725;Roberto Julian Perero Sanchez;60;44;21/09/1986;21/09/2030;6;4(D);D80;Bajo;4;Otros
PPL 521;2847136212;Roberto Sergio Paredes Roman;40;23;29/02/2003;29/02/2026;2;4(D);D81;Bajo;4;Amenazas
PPL 522;1347728343;Michael Cesar Paredes Gomez;62;49;15/04/1981;15/04/2030;6;4(D);D82;Bajo;4;Estafa
PPL 523;2986338168;Roberto Julian Garcia Gomez;30;19;25/10/2019;25/10/2038;14;4(D);D83;Bajo;4;Otros
PPL 524;1636295163;Carlos Sergio Garcia Morales;54;38;18/01/1991;18/01/2029;5;4(D);D84;Bajo;4;Invasion
PPL 525;9622866393;Roberto Paulo Torres Roman;42;28;15/09/2001;15/09/2029;5;4(D);D85;Bajo;4;Invasion
PPL 526;29851100282;Michael Paulo Garcia Ramirez;60;43;17/03/1983;17/03/2026;2;4(D);D86;Bajo;4;Amenazas
PPL 527;8027927975;Michael Cesar Paredes Gomez;37;23;23/01/2006;23/01/2029;5;4(D);D87;Bajo;4;Estafa
PPL 528;8584093269;Pedro Antonio Perero Sanchez;34;21;22/06/2009;22/06/2030;6;4(D);D88;Bajo;4;Otros
PPL 529;6673192520;Dario Diego Paredes Ramirez;47;25;07/12/2023;07/12/2048;24;4(D);D89;Bajo;4;Estafa
PPL 530;8858010412;Roberto Angel Romero Morales;38;19;18/01/2007;18/01/2026;2;4(D);D90;Bajo;4;Otros
PPL 531;9469925400;Fabian Adrian Gonzales Sanchez;49;30;25/03/1996;25/03/2026;2;4(D);D1;Bajo;4;Estafa
PPL 532;9120731073;Mario Paulo Garcia Rivera;52;38;05/09/1992;05/09/2030;6;4(D);D2;Bajo;4;Otros
PPL 533;2437234763;Roberto Paulo Garcia Morales;64;44;14/01/1982;14/01/2026;2;4(D);D3;Bajo;4;Estafa
PPL 534;9092076945;Fabian Antonio Cuenca Roman;34;19;10/04/2009;10/04/2028;4;4(D);D4;Bajo;4;Otros
PPL 535;8923864311;Fabian Pablo Cuenca Ramirez;38;22;11/12/2010;11/12/2032;8;4(D);D5;Bajo;4;Invasion
PPL 536;6816254634;Carlos Sergio Romero Roman;65;48;04/09/1981;04/09/2029;5;4(D);D6;Bajo;4;Amenazas
PPL 537;3126496035;Roberto Diego Cuenca Reyes;45;23;15/01/2022;15/01/2045;21;4(D);D7;Bajo;4;Estafa
PPL 538;8722445284;Michael Adrian Romero Reyes;44;27;16/07/2000;16/07/2027;3;4(D);D8;Bajo;4;Otros
PPL 539;7196721118;Gonzalo Julian Cevallos Espinosa;54;41;21/06/1989;21/06/2030;6;4(D);D9;Bajo;4;Otros
PPL 540;2373289188;Gonzalo Diego Paredes Hidalgo;62;49;19/12/1981;19/12/2030;6;4(D);D10;Bajo;4;Invasion
PPL 541;5424631392;Mario Adrian Garcia Roman;55;42;31/02/1988;31/02/2030;6;4(D);D11;Bajo;4;Amenazas
PPL 542;5999165878;Michael Julian Gonzales Rivera;32;20;04/05/2011;04/05/2031;7;4(D);D12;Bajo;4;Otros
PPL 543;2781915139;Fabian Angel Torres Roman;44;26;10/06/2002;10/06/2028;4;4(D);D13;Bajo;4;Estafa
PPL 544;9472679460;Roberto Antonio Perero Gomez;43;23;17/11/2003;17/11/2026;2;4(D);D14;Bajo;4;Estafa
PPL 545;3521912123;Michael Julian Perero Reyes;66;48;02/09/1980;02/09/2028;4;4(D);D15;Bajo;4;Estafa
PPL 546;9247894299;Pedro Sergio Cuenca Roman;47;29;27/05/2014;27/05/2043;19;4(D);D16;Bajo;4;Amenazas
PPL 547;5968058365;Mario Angel Paredes Ramirez;50;31;15/02/1996;15/02/2027;3;4(D);D17;Bajo;4;Amenazas
PPL 548;9378093987;Dario Julian Guerrero Hidalgo;46;28;15/03/1997;15/03/2025;1;4(D);D18;Bajo;4;Estafa
PPL 549;4606366482;Michael Antonio Cevallos Reyes;47;23;01/03/2006;01/03/2029;5;4(D);D19;Bajo;4;Invasion
PPL 550;1378317106;Victor Cesar Guerrero Hidalgo;41;22;13/08/2005;13/08/2027;3;4(D);D20;Bajo;4;Estafa
PPL 551;9753792525;Pedro Antonio Guerrero Ramirez;49;29;17/02/1997;17/02/2026;2;4(D);D21;Bajo;4;Estafa
PPL 552;6800485452;Fabian Antonio Garcia Roman;50;31;15/04/1996;15/04/2027;3;4(D);D22;Bajo;4;Estafa
PPL 553;4133857118;Carlos Adrian Garcia Sanchez;45;30;08/12/1998;08/12/2028;4;4(D);D23;Bajo;4;Amenazas
PPL 554;6656036448;Dario Adrian Paredes Sanchez;40;15;16/01/2011;16/01/2026;2;4(D);D24;Bajo;4;Estafa
PPL 555;5172642118;Pedro Angel Garcia Espinosa;49;26;26/08/2004;26/08/2030;6;4(D);D25;Bajo;4;Amenazas
PPL 556;9387222566;Carlos Cesar Gonzales Sanchez;41;21;15/01/2005;15/01/2026;2;4(D);D26;Bajo;4;Estafa
PPL 557;9609515349;Roberto Sergio Cevallos Morales;49;33;09/09/1996;09/09/2029;5;4(D);D27;Bajo;4;Estafa
PPL 558;2135157969;Mario Diego Torres Hidalgo;48;13;11/04/2020;11/04/2033;9;4(D);D28;Bajo;4;Estafa
PPL 559;4739275252;Roberto Antonio Cuenca Gomez;49;3;03/06/2023;03/06/2026;2;4(D);D29;Bajo;4;Invasion
PPL 560;7740550325;Roberto Sergio Guerrero Gomez;26;22;31/04/2018;31/04/2040;16;4(D);D30;Bajo;4;Estafa
PPL 561;5634944256;Gonzalo Antonio Cuenca Rivera;44;31;11/01/1999;11/01/2030;6;4(D);D31;Bajo;4;Otros
PPL 562;4070592755;Fabian Antonio Torres Hidalgo;48;31;09/01/1995;09/01/2026;2;4(D);D32;Bajo;4;Estafa
PPL 563;3942425182;Carlos Paulo Paredes Sanchez;60;42;15/11/1986;15/11/2028;4;4(D);D33;Bajo;4;Invasion
PPL 564;8088887711;Dario Angel Cevallos Morales;40;29;23/02/2005;23/02/2034;10;4(D);D34;Bajo;4;Invasion
PPL 565;7518416184;Gonzalo Julian Romero Morales;50;27;07/01/2002;07/01/2029;5;4(D);D35;Bajo;4;Amenazas
PPL 566;4130312432;Roberto Antonio Torres Rivera;51;34;02/02/1992;02/02/2026;2;4(D);D36;Bajo;4;Estafa
PPL 567;2176511473;Roberto Paulo Paredes Sanchez;50;30;30/03/1996;30/03/2026;2;4(D);D37;Bajo;4;Estafa
PPL 568;9806896456;Michael Diego Cevallos Sanchez;57;40;06/04/1986;06/04/2026;2;4(D);D38;Bajo;4;Invasion
PPL 569;1598833615;Fabian Diego Romero Gomez;61;43;06/05/1984;06/05/2027;3;4(D);D39;Bajo;4;Amenazas
PPL 570;9138782495;Mario Paulo Gonzales Hidalgo;26;14;17/05/2022;17/05/2036;12;4(D);D40;Bajo;4;Otros
PPL 571;8529287428;Michael Pablo Cuenca Morales;37;28;15/03/2020;15/03/2048;24;4(D);D41;Bajo;4;Estafa
PPL 572;2435124467;Carlos Paulo Guerrero Ramirez;46;31;11/08/1997;11/08/2028;4;4(D);D42;Bajo;4;Amenazas
PPL 573;5174231914;Fabian Angel Guerrero Gomez;59;44;21/02/1984;21/02/2028;4;4(D);D43;Bajo;4;Invasion
PPL 574;7839927311;Gonzalo Pablo Cevallos Ramirez;40;25;12/10/2003;12/10/2028;4;4(D);D44;Bajo;4;Estafa
PPL 575;5151296711;Gonzalo Antonio Cevallos Morales;61;45;01/05/1982;01/05/2027;3;4(D);D45;Bajo;4;Otros
PPL 576;5040771873;Victor Cesar Paredes Sanchez;45;23;10/02/2011;10/02/2034;10;4(D);D46;Bajo;4;Estafa
PPL 577;3641478575;Carlos Julian Cevallos Sanchez;46;31;01/06/1997;01/06/2028;4;4(D);D47;Bajo;4;Otros
PPL 578;5785079168;Mario Paulo Gonzales Sanchez;53;40;19/03/1990;19/03/2030;6;4(D);D48;Bajo;4;Amenazas
PPL 579;5364143625;Carlos Antonio Cuenca Rivera;42;27;26/05/2011;26/05/2038;14;4(D);D49;Bajo;4;Estafa
PPL 580;1820258038;Michael Cesar Guerrero Roman;39;28;21/12/2024;21/12/2052;28;4(D);D50;Bajo;4;Invasion
PPL 581;2243262826;Mario Paulo Cevallos Gomez;50;29;19/10/2001;19/10/2030;6;4(D);D51;Bajo;4;Otros
PPL 582;1388697927;Dario Angel Romero Rivera;34;21;13/06/2013;13/06/2034;10;4(D);D52;Bajo;4;Amenazas
PPL 583;3533242578;Roberto Antonio Garcia Ramirez;58;44;05/02/1985;05/02/2029;5;4(D);D53;Bajo;4;Invasion
PPL 584;8527324180;Carlos Antonio Perero Gomez;50;15;31/02/2011;31/02/2026;2;4(D);D54;Bajo;4;Otros
PPL 585;8594014861;Victor Diego Guerrero Sanchez;46;32;21/06/1998;21/06/2030;6;4(D);D55;Bajo;4;Amenazas
PPL 586;3712078510;Michael Angel Cuenca Sanchez;46;29;31/09/2018;31/09/2047;23;4(D);D56;Bajo;4;Estafa
PPL 587;3418616037;Gonzalo Diego Cuenca Gomez;38;23;11/03/2005;11/03/2028;4;4(D);D57;Bajo;4;Otros
PPL 588;1988684075;Pedro Antonio Cuenca Ramirez;43;25;24/07/2006;24/07/2031;7;4(D);D58;Bajo;4;Estafa
PPL 589;7682863910;Carlos Pablo Perero Reyes;25;23;04/06/2018;04/06/2041;17;4(D);D59;Bajo;4;Estafa
PPL 590;5563969950;Gonzalo Diego Perero Reyes;47;21;08/06/2009;08/06/2030;6;4(D);D60;Bajo;4;Estafa
PPL 591;7626753599;Fabian Julian Cuenca Roman;44;25;09/04/2001;09/04/2026;2;4(D);D61;Bajo;4;Estafa
PPL 592;5854480709;Dario Paulo Cevallos Roman;43;29;15/03/2011;15/03/2040;16;4(D);D62;Bajo;4;Invasion
PPL 593;2315658049;Fabian Cesar Garcia Reyes;49;32;30/10/1997;30/10/2029;5;4(D);D63;Bajo;4;Otros
PPL 594;7972075140;Pedro Antonio Guerrero Espinosa;54;38;19/08/1990;19/08/2028;4;4(D);D64;Bajo;4;Otros
PPL 595;6208724698;Fabian Sergio Gonzales Sanchez;54;41;05/05/1989;05/05/2030;6;4(D);D65;Bajo;4;Amenazas
PPL 596;6283479762;Fabian Julian Romero Roman;63;48;26/06/1981;26/06/2029;5;4(D);D66;Bajo;4;Invasion
PPL 597;4996062456;Carlos Cesar Garcia Sanchez;60;42;08/07/1984;08/07/2026;2;4(D);D67;Bajo;4;Otros
PPL 598;5111272405;Pedro Diego Romero Morales;40;25;03/02/2004;03/02/2029;5;4(D);D68;Bajo;4;Estafa
PPL 599;4705433327;Michael Antonio Romero Reyes;62;48;07/10/1981;07/10/2029;5;4(D);D69;Bajo;4;Estafa
PPL 600;4223750287;Carlos Antonio Cuenca Sanchez;49;28;19/07/2001;19/07/2029;5;4(D);D70;Bajo;4;Amenazas
PPL 601;4650092119;Victor Diego Gonzales Hidalgo;58;41;17/08/1985;17/08/2026;2;4(D);D71;Bajo;4;Invasion
PPL 602;3214752264;Gonzalo Antonio Romero Sanchez;35;8;24/08/2017;24/08/2025;1;4(D);D72;Bajo;4;Estafa
PPL 603;8048782053;Gonzalo Angel Guerrero Espinosa;42;24;17/10/2002;17/10/2026;2;4(D);D73;Bajo;4;Otros
PPL 604;8635378837;Mario Diego Gonzales Roman;58;42;17/06/1988;17/06/2030;6;4(D);D74;Bajo;4;Amenazas
PPL 605;5934870463;Dario Cesar Garcia Gomez;40;24;04/09/2003;04/09/2027;3;4(D);D75;Bajo;4;Invasion
PPL 606;5081175349;Roberto Cesar Perero Morales;37;9;02/12/2021;02/12/2030;6;4(D);D76;Bajo;4;Amenazas
PPL 607;5122138150;Mario Sergio Paredes Reyes;42;26;30/11/2004;30/11/2030;6;4(D);D77;Bajo;4;Estafa
PPL 608;2506553065;Fabian Diego Romero Hidalgo;33;13;22/12/2013;22/12/2026;2;4(D);D78;Bajo;4;Estafa
PPL 609;6858136774;Michael Cesar Romero Hidalgo;34;10;31/12/2019;31/12/2029;5;4(D);D79;Bajo;4;Otros
PPL 610;2167419604;Dario Angel Paredes Reyes;51;36;07/03/1994;07/03/2030;6;4(D);D80;Bajo;4;Otros
PPL 611;1040526085;Pedro Paulo Cuenca Espinosa;52;36;10/01/1991;10/01/2027;3;4(D);D81;Bajo;4;Estafa
PPL 612;5871125879;Roberto Julian Paredes Hidalgo;43;27;16/01/2002;16/01/2029;5;4(D);D82;Bajo;4;Otros
PPL 613;7941817110;Fabian Cesar Torres Hidalgo;47;33;28/09/1996;28/09/2029;5;4(D);D83;Bajo;4;Estafa
PPL 614;9498258899;Gonzalo Cesar Guerrero Morales;49;32;18/12/1994;18/12/2026;2;4(D);D84;Bajo;4;Estafa
PPL 615;2292941616;Fabian Sergio Gonzales Hidalgo;57;37;26/11/1989;26/11/2026;2;4(D);D85;Bajo;4;Amenazas
PPL 616;1879061042;Dario Pablo Paredes Reyes;42;27;24/08/2002;24/08/2029;5;4(D);D86;Bajo;4;Otros
PPL 617;4256077142;Gonzalo Pablo Torres Reyes;60;43;06/02/1983;06/02/2026;2;4(D);D87;Bajo;4;Invasion
PPL 618;9681254492;Fabian Pablo Perero Rivera;53;33;25/09/1993;25/09/2026;2;4(D);D88;Bajo;4;Invasion
PPL 619;6312438004;Roberto Julian Paredes Morales;44;27;19/04/2002;19/04/2029;5;4(D);D89;Bajo;4;Invasion
PPL 620;7803895538;Roberto Pablo Paredes Rivera;48;26;21/04/2000;21/04/2026;2;4(D);D90;Bajo;4;Amenazas
PPL 621;3998516648;Roberto Diego Romero Roman;30;19;29/05/2019;29/05/2038;14;5(E);E1;Bajo;4;Otros
PPL 622;7950027758;Pedro Cesar Guerrero Espinosa;27;11;17/10/2017;17/10/2028;4;5(E);E2;Bajo;4;Estafa
PPL 623;4235745436;Roberto Sergio Perero Reyes;34;21;10/09/2009;10/09/2030;6;5(E);E3;Bajo;4;Invasion
PPL 624;7484316149;Pedro Angel Guerrero Roman;47;16;28/12/2024;28/12/2040;16;5(E);E4;Bajo;4;Otros
PPL 625;2421180097;Mario Antonio Gonzales Espinosa;33;20;02/09/2011;02/09/2031;7;5(E);E5;Bajo;4;Otros
